,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,wage_class
9068,25,Private-h1,Assoc-voc,11,Alone,Prof-specialty,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
9069,45,Private-h1,Masters,14,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,50,United-States,>50K
9070,20,Private-h1,HS-grad,9,Alone,Transport-moving,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
9071,67,Private-h1,Assoc-voc,11,Alone,Prof-specialty,Unmarried,White-h1,Female,0,0,40,United-States,<=50K
9072,40,Self-employed,Prof-school,15,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,45,United-States,>50K
9073,52,government department,HS-grad,9,Married-h2,Adm-clerical,Husband,White-h1,Male,0,0,40,United-States,<=50K
9074,34,Private-h1,Doctorate,16,Alone,Prof-specialty,Not-in-family,White-h1,Male,0,0,50,United-States,>50K
9075,37,government department,Assoc-acdm,12,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,45,Canada,>50K
9076,17,Self-emp-inc,10th,6,Alone,Other-service,Own-child,White-h1,Male,0,0,4,United-States,<=50K
9077,25,Private-h1,Assoc-voc,11,Married-h2,Sales,Wife,White-h1,Female,0,0,42,United-States,>50K
9078,35,government department,Bachelors,13,Alone,Prof-specialty,Not-in-family,White-h1,Male,0,0,40,Puerto-Rico,<=50K
9079,63,Private-h1,Masters,14,Alone,Exec-managerial,Not-in-family,White-h1,Female,0,0,40,United-States,>50K
9080,38,government department,Some-college,10,Alone,Adm-clerical,Own-child,Non-White,Female,0,0,40,United-States,<=50K
9081,33,Private-h1,Bachelors,13,Married-h2,Adm-clerical,Husband,White-h1,Male,0,0,60,Iran,>50K
9082,51,government department,Masters,14,Married-h2,Prof-specialty,Wife,White-h1,Female,0,0,40,United-States,>50K
9083,64,government department,Doctorate,16,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,50,Columbia,>50K
9084,50,Self-emp-inc,Some-college,10,Alone,Protective-serv,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
9085,18,Private-h1,10th,6,Alone,Transport-moving,Not-in-family,White-h1,Male,0,0,56,United-States,<=50K
9086,67,Private-h1,Masters,14,Alone,Prof-specialty,Not-in-family,White-h1,Male,0,0,99,United-States,<=50K
9087,46,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
9088,60,Self-employed,Bachelors,13,Married-h2,Farming-fishing,Husband,White-h1,Male,0,0,50,United-States,<=50K
9089,29,Private-h1,HS-grad,9,Alone,Machine-op-inspct,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
9090,30,Private-h1,Some-college,10,Alone,Other-service,Own-child,Non-White,Female,0,0,40,United-States,<=50K
9091,56,government department,Doctorate,16,Married-h2,Prof-specialty,Not-in-family,Non-White,Male,2885,0,40,China,<=50K
9092,29,Private-h1,HS-grad,9,Married-h2,Handlers-cleaners,Wife,White-h1,Female,0,0,40,Mexico,>50K
9093,37,Private-h1,Bachelors,13,Alone,Adm-clerical,Unmarried,Non-White,Female,0,0,27,United-States,<=50K
9094,55,Private-h1,1st-4th,2,Alone,Priv-house-serv,Unmarried,White-h1,Female,0,0,30,Cuba,<=50K
9095,24,Private-h1,HS-grad,9,Alone,Adm-clerical,Not-in-family,White-h1,Female,0,0,30,United-States,<=50K
9096,21,Private-h1,HS-grad,9,Alone,Craft-repair,Not-in-family,White-h1,Male,0,0,35,Mexico,<=50K
9097,46,Self-emp-inc,Bachelors,13,Married-h2,Sales,Husband,White-h1,Male,0,0,70,United-States,>50K
9098,25,Private-h1,12th,8,Married-h2,Machine-op-inspct,Other-relative,Non-White,Male,0,0,40,Mexico,<=50K
9099,40,Private-h1,HS-grad,9,Alone,Craft-repair,Own-child,White-h1,Male,0,0,28,United-States,<=50K
9100,23,Private-h1,Some-college,10,Married-h2,Sales,Own-child,White-h1,Female,0,0,40,United-States,<=50K
9101,43,Self-employed,Some-college,10,Alone,Transport-moving,Not-in-family,Non-White,Male,0,0,30,United-States,<=50K
9102,29,Self-employed,Some-college,10,Married-h2,Craft-repair,Husband,Non-White,Male,0,1485,60,United-States,>50K
9103,59,Private-h1,10th,6,Alone,Other-service,Other-relative,Non-White,Female,0,0,40,Philippines,<=50K
9104,28,Private-h1,HS-grad,9,Alone,Exec-managerial,Own-child,White-h1,Male,0,0,32,United-States,<=50K
9105,17,Private-h1,11th,7,Alone,Adm-clerical,Own-child,White-h1,Female,0,0,15,United-States,<=50K
9106,53,Private-h1,HS-grad,9,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,40,United-States,>50K
9107,22,Private-h1,5th-6th,3,Alone,Priv-house-serv,Other-relative,White-h1,Female,0,0,40,El-Salvador,<=50K
9108,63,Private-h1,HS-grad,9,Alone,Craft-repair,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
9109,32,Private-h1,Masters,14,Married-h2,Sales,Wife,White-h1,Female,0,0,45,United-States,>50K
9110,40,government department,HS-grad,9,Alone,Adm-clerical,Unmarried,Non-White,Female,0,0,35,United-States,<=50K
9111,61,Self-employed,Prof-school,15,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,50,England,>50K
9112,35,Private-h1,HS-grad,9,Alone,Craft-repair,Not-in-family,White-h1,Male,0,1408,40,United-States,<=50K
9113,43,Self-employed,Bachelors,13,Married-h2,Exec-managerial,Husband,Non-White,Male,0,0,50,Philippines,<=50K
9114,48,Self-employed,Some-college,10,Alone,Craft-repair,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
9115,56,government department,Bachelors,13,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
9116,51,government department,HS-grad,9,Married-h2,Adm-clerical,Husband,White-h1,Male,0,0,40,United-States,<=50K
9117,34,Private-h1,Some-college,10,Alone,Craft-repair,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
9118,44,Private-h1,Some-college,10,Married-h2,Sales,Husband,Non-White,Male,0,1902,40,United-States,>50K
9119,37,Private-h1,Some-college,10,Married-h2,Sales,Husband,White-h1,Male,0,0,44,United-States,>50K
9120,36,Private-h1,Bachelors,13,Married-h2,Exec-managerial,Husband,White-h1,Male,0,1977,40,United-States,>50K
9121,34,Private-h1,Some-college,10,Married-h2,Machine-op-inspct,Not-in-family,Non-White,Male,0,0,40,United-States,<=50K
9122,23,Private-h1,Some-college,10,Alone,Sales,Own-child,White-h1,Female,0,0,25,United-States,<=50K
9123,63,government department,Masters,14,Alone,Prof-specialty,Not-in-family,White-h1,Male,0,0,40,United-States,>50K
9124,47,government department,Masters,14,Married-h2,Exec-managerial,Husband,White-h1,Male,0,1977,41,United-States,>50K
9125,55,Self-emp-inc,HS-grad,9,Alone,Sales,Unmarried,White-h1,Female,0,0,50,United-States,>50K
9126,31,government department,Bachelors,13,Alone,Protective-serv,Own-child,Non-White,Male,0,0,48,United-States,<=50K
9127,27,Private-h1,Some-college,10,Alone,Other-service,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
9128,58,Private-h1,Bachelors,13,Alone,Adm-clerical,Not-in-family,White-h1,Female,14084,0,40,United-States,>50K
9129,28,government department,Some-college,10,Married-h2,Protective-serv,Husband,White-h1,Male,0,0,48,United-States,<=50K
9130,52,Private-h1,7th-8th,4,Alone,Machine-op-inspct,Not-in-family,White-h1,Female,0,0,64,United-States,<=50K
9131,31,government department,HS-grad,9,Married-h2,Adm-clerical,Husband,Non-White,Male,0,0,50,United-States,<=50K
9132,53,Private-h1,Some-college,10,Alone,Adm-clerical,Unmarried,White-h1,Female,0,0,38,United-States,<=50K
9133,43,Private-h1,Some-college,10,Alone,Tech-support,Not-in-family,White-h1,Female,0,0,50,United-States,<=50K
9134,43,government department,HS-grad,9,Alone,Farming-fishing,Unmarried,Non-White,Male,0,0,40,United-States,<=50K
9135,50,Self-emp-inc,Masters,14,Alone,Exec-managerial,Not-in-family,White-h1,Male,0,0,80,United-States,>50K
9136,37,Private-h1,11th,7,Married-h2,Other-service,Husband,White-h1,Male,0,0,40,United-States,<=50K
9137,26,Private-h1,HS-grad,9,Alone,Machine-op-inspct,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
9138,22,Private-h1,11th,7,Alone,Sales,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
9139,22,Private-h1,Some-college,10,Married-h2,Sales,Husband,White-h1,Male,0,0,55,United-States,<=50K
9140,59,Private-h1,Some-college,10,Married-h2,Craft-repair,Husband,White-h1,Male,15024,0,50,United-States,>50K
9141,30,Private-h1,Some-college,10,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,40,United-States,<=50K
9142,24,Private-h1,HS-grad,9,Married-h2,Other-service,Not-in-family,White-h1,Female,0,0,55,United-States,<=50K
9143,30,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
9144,50,government department,Bachelors,13,Alone,Protective-serv,Not-in-family,White-h1,Male,0,0,40,United-States,>50K
9145,38,Private-h1,12th,8,Married-h2,Other-service,Husband,White-h1,Male,3942,0,40,United-States,<=50K
9146,29,Private-h1,HS-grad,9,Married-h2,Adm-clerical,Husband,White-h1,Male,0,0,40,United-States,<=50K
9147,76,Private-h1,HS-grad,9,Married-h2,Sales,Husband,White-h1,Male,1424,0,24,United-States,<=50K
9148,21,Private-h1,Assoc-voc,11,Alone,Craft-repair,Unmarried,White-h1,Male,0,0,40,United-States,<=50K
9149,65,Private-h1,Some-college,10,Alone,Other-service,Unmarried,White-h1,Female,0,0,24,United-States,<=50K
9150,43,Private-h1,HS-grad,9,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,45,United-States,>50K
9151,29,Private-h1,Bachelors,13,Married-h2,Prof-specialty,Wife,White-h1,Female,0,0,24,United-States,<=50K
9152,32,Private-h1,Bachelors,13,Alone,Sales,Not-in-family,White-h1,Male,0,0,45,United-States,<=50K
9153,37,Private-h1,Assoc-acdm,12,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,65,United-States,>50K
9154,64,Private-h1,HS-grad,9,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,16,United-States,<=50K
9155,49,Private-h1,Some-college,10,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,>50K
9156,44,Private-h1,Bachelors,13,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,40,United-States,>50K
9157,34,Private-h1,Bachelors,13,Married-h2,Exec-managerial,Husband,White-h1,Male,7688,0,40,United-States,>50K
9158,35,Private-h1,Some-college,10,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,36,United-States,<=50K
9159,53,Private-h1,Some-college,10,Alone,Adm-clerical,Not-in-family,White-h1,Female,0,0,43,United-States,<=50K
9160,24,Private-h1,Assoc-voc,11,Alone,Sales,Unmarried,Non-White,Male,0,0,50,South,<=50K
9161,31,Private-h1,Some-college,10,Alone,Adm-clerical,Unmarried,White-h1,Female,0,0,40,United-States,<=50K
9162,25,Private-h1,Some-college,10,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,38,United-States,<=50K
9163,36,Private-h1,HS-grad,9,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,45,United-States,<=50K
9164,29,Private-h1,Some-college,10,Alone,Sales,Not-in-family,White-h1,Male,0,0,60,United-States,<=50K
9165,37,Private-h1,HS-grad,9,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,50,United-States,>50K
9166,42,Self-employed,Doctorate,16,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,0,45,United-States,<=50K
9167,30,Private-h1,HS-grad,9,Alone,Craft-repair,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
9168,32,Self-emp-inc,Some-college,10,Alone,Exec-managerial,Not-in-family,White-h1,Male,0,0,70,Cuba,<=50K
9169,47,Self-employed,Bachelors,13,Alone,Exec-managerial,Not-in-family,Non-White,Male,10520,0,45,United-States,>50K
9170,44,Private-h1,HS-grad,9,Alone,Craft-repair,Not-in-family,White-h1,Male,0,0,40,United-States,>50K
9171,19,Private-h1,HS-grad,9,Alone,Sales,Own-child,White-h1,Male,0,0,40,United-States,<=50K
9172,22,Private-h1,HS-grad,9,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,48,United-States,<=50K
9173,51,Private-h1,9th,5,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,50,United-States,>50K
9174,69,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,16,United-States,<=50K
9175,33,Self-employed,HS-grad,9,Alone,Prof-specialty,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
9176,22,government department,Some-college,10,Alone,Adm-clerical,Not-in-family,White-h1,Female,0,0,55,United-States,<=50K
9177,33,Private-h1,Bachelors,13,Alone,Tech-support,Not-in-family,White-h1,Female,0,0,45,United-States,>50K
9178,20,government department,Some-college,10,Alone,Adm-clerical,Other-relative,White-h1,Female,0,0,40,United-States,<=50K
9179,28,Self-employed,Some-college,10,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
9180,25,Private-h1,HS-grad,9,Alone,Handlers-cleaners,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
9181,27,Private-h1,HS-grad,9,Alone,Other-service,Not-in-family,White-h1,Male,0,0,48,United-States,<=50K
9182,22,Private-h1,HS-grad,9,Alone,Transport-moving,Own-child,White-h1,Male,0,0,40,United-States,<=50K
9183,67,Self-employed,HS-grad,9,Married-h2,Farming-fishing,Husband,White-h1,Male,0,0,35,United-States,<=50K
9184,31,Self-emp-inc,HS-grad,9,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,40,United-States,<=50K
9185,43,government department,Prof-school,15,Married-h2,Prof-specialty,Husband,Non-White,Male,0,0,50,India,>50K
9186,33,Private-h1,Bachelors,13,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
9187,37,Self-employed,HS-grad,9,Married-h2,Prof-specialty,Wife,White-h1,Female,0,0,35,United-States,>50K
9188,27,Private-h1,HS-grad,9,Married-h2,Transport-moving,Husband,Non-White,Male,0,0,60,United-States,<=50K
9189,36,Private-h1,Some-college,10,Alone,Transport-moving,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
9190,33,Private-h1,Assoc-acdm,12,Alone,Sales,Not-in-family,White-h1,Female,0,0,45,United-States,<=50K
9191,63,Private-h1,Bachelors,13,Married-h2,Sales,Husband,White-h1,Male,15024,0,40,Iran,>50K
9192,48,Private-h1,Bachelors,13,Alone,Other-service,Unmarried,White-h1,Female,0,0,56,United-States,>50K
9193,25,Private-h1,HS-grad,9,Alone,Handlers-cleaners,Other-relative,White-h1,Male,0,0,45,United-States,<=50K
9194,41,Self-employed,HS-grad,9,Married-h2,Other-service,Husband,White-h1,Male,0,0,10,United-States,<=50K
9195,26,Private-h1,HS-grad,9,Alone,Other-service,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
9196,23,Private-h1,Some-college,10,Alone,Adm-clerical,Own-child,Non-White,Female,0,0,40,United-States,<=50K
9197,33,government department,HS-grad,9,Alone,Other-service,Unmarried,Non-White,Female,1831,0,40,United-States,<=50K
9198,30,government department,Masters,14,Married-h2,Prof-specialty,Husband,Non-White,Male,0,0,17,Taiwan,<=50K
9199,67,Self-employed,HS-grad,9,Alone,Other-service,Not-in-family,White-h1,Female,0,0,20,United-States,<=50K
9200,32,Private-h1,HS-grad,9,Married-h2,Sales,Husband,White-h1,Male,0,0,55,United-States,>50K
9201,48,Self-employed,HS-grad,9,Alone,Craft-repair,Not-in-family,White-h1,Male,0,0,60,United-States,>50K
9202,51,Private-h1,HS-grad,9,Alone,Other-service,Not-in-family,White-h1,Female,0,0,24,United-States,<=50K
9203,39,Private-h1,Masters,14,Alone,Sales,Not-in-family,Non-White,Male,0,0,40,China,<=50K
9204,40,Self-emp-inc,Bachelors,13,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,60,United-States,<=50K
9205,40,Private-h1,HS-grad,9,Married-h2,Transport-moving,Husband,Non-White,Male,0,0,40,United-States,>50K
9206,19,Private-h1,HS-grad,9,Alone,Machine-op-inspct,Other-relative,White-h1,Male,0,0,40,Mexico,<=50K
9207,28,Private-h1,HS-grad,9,Alone,Handlers-cleaners,Unmarried,White-h1,Female,0,0,36,United-States,<=50K
9208,47,Private-h1,Bachelors,13,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,60,United-States,>50K
9209,20,Private-h1,Some-college,10,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,0,20,United-States,<=50K
9210,41,Private-h1,HS-grad,9,Alone,Exec-managerial,Other-relative,White-h1,Male,914,0,40,United-States,<=50K
9211,29,Private-h1,Some-college,10,Married-h2,Other-service,Wife,Non-White,Female,0,0,40,United-States,<=50K
9212,40,Private-h1,Bachelors,13,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,50,United-States,>50K
9213,61,Private-h1,HS-grad,9,Alone,Exec-managerial,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
9214,25,Private-h1,11th,7,Alone,Craft-repair,Not-in-family,White-h1,Male,0,0,40,Mexico,<=50K
9215,26,Private-h1,HS-grad,9,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,40,United-States,<=50K
9216,43,Private-h1,Bachelors,13,Alone,Adm-clerical,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
9217,17,Private-h1,7th-8th,4,Alone,Craft-repair,Not-in-family,White-h1,Male,0,0,45,United-States,<=50K
9218,43,government department,Masters,14,Alone,Prof-specialty,Unmarried,Non-White,Female,9562,0,40,United-States,>50K
9219,73,Private-h1,HS-grad,9,Married-h2,Machine-op-inspct,Husband,White-h1,Male,3471,0,40,England,<=50K
9220,46,government department,Some-college,10,Alone,Machine-op-inspct,Own-child,White-h1,Female,0,0,40,United-States,<=50K
9221,19,Private-h1,Some-college,10,Alone,Other-service,Own-child,White-h1,Male,0,0,20,United-States,<=50K
9222,37,Private-h1,HS-grad,9,Alone,Machine-op-inspct,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
9223,26,Private-h1,Some-college,10,Married-h2,Adm-clerical,Husband,White-h1,Male,0,0,40,United-States,<=50K
9224,47,Private-h1,HS-grad,9,Alone,Sales,Own-child,White-h1,Male,0,1876,40,United-States,<=50K
9225,47,government department,Masters,14,Alone,Prof-specialty,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
9226,29,Private-h1,Bachelors,13,Alone,Prof-specialty,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
9227,29,Private-h1,HS-grad,9,Alone,Adm-clerical,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
9228,33,Private-h1,Bachelors,13,Married-h2,Exec-managerial,Own-child,White-h1,Male,0,0,55,United-States,<=50K
9229,20,Private-h1,HS-grad,9,Alone,Transport-moving,Other-relative,White-h1,Male,0,0,40,United-States,<=50K
9230,28,Private-h1,10th,6,Married-h2,Craft-repair,Wife,Non-White,Female,0,0,48,Guatemala,<=50K
9231,41,government department,Masters,14,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,40,United-States,<=50K
9232,43,Private-h1,Bachelors,13,Married-h2,Sales,Husband,White-h1,Male,0,0,50,United-States,<=50K
9233,35,Private-h1,9th,5,Married-h2,Handlers-cleaners,Husband,White-h1,Male,0,0,46,United-States,<=50K
9234,18,Private-h1,12th,8,Alone,Other-service,Own-child,White-h1,Female,0,0,25,United-States,<=50K
9235,55,government department,Some-college,10,Alone,Adm-clerical,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
9236,44,Private-h1,HS-grad,9,Alone,Machine-op-inspct,Own-child,Non-White,Female,0,0,40,United-States,<=50K
9237,64,Private-h1,HS-grad,9,Alone,Priv-house-serv,Not-in-family,White-h1,Female,0,0,15,United-States,<=50K
9238,34,Self-employed,Assoc-voc,11,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,75,United-States,<=50K
9239,38,Private-h1,Some-college,10,Married-h2,Sales,Husband,White-h1,Male,0,0,60,United-States,>50K
9240,25,Private-h1,HS-grad,9,Alone,Other-service,Own-child,White-h1,Female,0,0,8,United-States,<=50K
9241,21,Private-h1,Some-college,10,Alone,Transport-moving,Own-child,Non-White,Male,0,0,40,United-States,<=50K
9242,37,Private-h1,1st-4th,2,Married-h2,Other-service,Husband,White-h1,Male,0,0,53,Mexico,<=50K
9243,39,Private-h1,Some-college,10,Alone,Sales,Unmarried,White-h1,Female,0,0,40,United-States,<=50K
9244,34,Private-h1,Some-college,10,Alone,Adm-clerical,Not-in-family,White-h1,Female,0,0,50,United-States,<=50K
9245,23,Private-h1,Bachelors,13,Alone,Exec-managerial,Not-in-family,White-h1,Female,0,0,45,United-States,<=50K
9246,54,Private-h1,Some-college,10,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,>50K
9247,49,Self-emp-inc,Masters,14,Married-h2,Exec-managerial,Not-in-family,White-h1,Male,0,0,70,United-States,>50K
9248,25,Private-h1,HS-grad,9,Married-h2,Adm-clerical,Wife,White-h1,Female,0,0,40,United-States,<=50K
9249,51,Private-h1,Assoc-acdm,12,Married-h2,Sales,Husband,White-h1,Male,0,0,50,United-States,<=50K
9250,29,Private-h1,HS-grad,9,Alone,Farming-fishing,Unmarried,White-h1,Male,0,0,35,United-States,<=50K
